StaffMeasureIndex,SystemIndex,StaffIndex,Left,Top,Height,Width,Image
13,7,5,50,310,23,196,Wagner_WWV086B_207.png
14,8,5,247,310,23,171,Wagner_WWV086B_207.png
15,9,5,419,310,23,145,Wagner_WWV086B_207.png
16,7,6,50,356,21,196,Wagner_WWV086B_207.png
17,8,6,247,356,21,171,Wagner_WWV086B_207.png
18,9,6,419,356,21,145,Wagner_WWV086B_207.png
19,10,7,49,439,23,134,Wagner_WWV086B_207.png
20,11,7,183,439,23,143,Wagner_WWV086B_207.png
21,12,7,328,439,23,235,Wagner_WWV086B_207.png
22,10,8,49,488,22,134,Wagner_WWV086B_207.png
23,11,8,183,488,22,143,Wagner_WWV086B_207.png
24,12,8,328,488,22,235,Wagner_WWV086B_207.png
25,13,9,49,573,25,273,Wagner_WWV086B_207.png
26,14,9,323,573,25,239,Wagner_WWV086B_207.png
27,13,10,49,624,23,273,Wagner_WWV086B_207.png
28,14,10,323,624,23,239,Wagner_WWV086B_207.png
29,15,11,48,694,23,270,Wagner_WWV086B_207.png
30,16,11,320,694,23,244,Wagner_WWV086B_207.png
31,15,12,48,735,21,270,Wagner_WWV086B_207.png
32,16,12,320,735,21,244,Wagner_WWV086B_207.png
1,1,1,59,69,24,278,Wagner_WWV086B_208.png
2,2,1,336,69,24,238,Wagner_WWV086B_208.png
3,1,2,59,114,24,278,Wagner_WWV086B_208.png
4,2,2,336,114,24,238,Wagner_WWV086B_208.png
5,3,3,61,185,24,274,Wagner_WWV086B_208.png
6,4,3,337,185,24,238,Wagner_WWV086B_208.png
7,3,4,61,232,23,274,Wagner_WWV086B_208.png
8,4,4,337,232,23,238,Wagner_WWV086B_208.png
9,5,5,61,315,23,274,Wagner_WWV086B_208.png
10,6,5,336,315,23,240,Wagner_WWV086B_208.png
11,5,6,61,352,23,274,Wagner_WWV086B_208.png
12,6,6,336,352,23,240,Wagner_WWV086B_208.png
13,7,7,61,436,22,271,Wagner_WWV086B_208.png
14,8,7,332,436,22,243,Wagner_WWV086B_208.png
15,7,8,61,472,23,271,Wagner_WWV086B_208.png
16,8,8,332,472,23,243,Wagner_WWV086B_208.png
17,9,9,63,560,24,266,Wagner_WWV086B_208.png
18,10,9,330,560,24,247,Wagner_WWV086B_208.png
19,9,10,63,609,21,266,Wagner_WWV086B_208.png
20,10,10,330,609,21,247,Wagner_WWV086B_208.png
21,11,11,63,691,24,273,Wagner_WWV086B_208.png
22,12,11,338,691,24,239,Wagner_WWV086B_208.png
23,11,12,63,737,22,273,Wagner_WWV086B_208.png
24,12,12,338,737,22,239,Wagner_WWV086B_208.png
1,1,1,42,74,24,276,Wagner_WWV086B_209.png
2,2,1,319,74,24,235,Wagner_WWV086B_209.png
3,1,2,42,123,23,276,Wagner_WWV086B_209.png
4,2,2,319,123,23,235,Wagner_WWV086B_209.png
5,3,3,41,200,22,276,Wagner_WWV086B_209.png
6,4,3,318,200,22,235,Wagner_WWV086B_209.png
7,3,4,41,244,22,276,Wagner_WWV086B_209.png
8,4,4,318,244,22,235,Wagner_WWV086B_209.png
9,5,5,40,318,23,282,Wagner_WWV086B_209.png
10,6,5,323,318,23,229,Wagner_WWV086B_209.png
11,5,6,40,366,22,282,Wagner_WWV086B_209.png
12,6,6,323,366,22,229,Wagner_WWV086B_209.png
13,7,7,38,438,23,276,Wagner_WWV086B_209.png
14,8,7,316,438,23,236,Wagner_WWV086B_209.png
15,7,8,38,486,23,276,Wagner_WWV086B_209.png
16,8,8,316,486,23,236,Wagner_WWV086B_209.png
17,9,9,38,562,25,264,Wagner_WWV086B_209.png
18,10,9,303,562,25,249,Wagner_WWV086B_209.png
19,9,10,38,612,21,264,Wagner_WWV086B_209.png
20,10,10,303,612,21,249,Wagner_WWV086B_209.png
21,11,11,37,682,25,285,Wagner_WWV086B_209.png
22,12,11,323,682,25,228,Wagner_WWV086B_209.png
23,11,12,37,732,21,285,Wagner_WWV086B_209.png
24,12,12,323,732,21,228,Wagner_WWV086B_209.png
1,1,1,49,67,24,319,Wagner_WWV086B_210.png
2,2,1,369,67,24,194,Wagner_WWV086B_210.png
3,1,2,49,122,21,319,Wagner_WWV086B_210.png
4,2,2,369,122,21,194,Wagner_WWV086B_210.png
5,3,3,49,196,25,208,Wagner_WWV086B_210.png
6,4,3,258,196,25,153,Wagner_WWV086B_210.png
7,5,3,412,196,25,152,Wagner_WWV086B_210.png
8,3,4,49,245,24,208,Wagner_WWV086B_210.png
9,4,4,258,245,24,153,Wagner_WWV086B_210.png
10,5,4,412,245,24,152,Wagner_WWV086B_210.png
11,6,5,50,327,20,198,Wagner_WWV086B_210.png
12,7,5,250,327,20,159,Wagner_WWV086B_210.png
13,8,5,410,327,20,154,Wagner_WWV086B_210.png
14,6,6,50,374,22,198,Wagner_WWV086B_210.png
15,7,6,250,374,22,159,Wagner_WWV086B_210.png
16,8,6,410,374,22,154,Wagner_WWV086B_210.png
17,9,7,49,441,21,205,Wagner_WWV086B_210.png
18,10,7,254,441,21,151,Wagner_WWV086B_210.png
19,11,7,407,441,21,155,Wagner_WWV086B_210.png
20,9,8,49,486,22,205,Wagner_WWV086B_210.png
21,10,8,254,486,22,151,Wagner_WWV086B_210.png
22,11,8,407,486,22,155,Wagner_WWV086B_210.png
23,12,9,49,562,21,201,Wagner_WWV086B_210.png
24,13,9,252,562,21,155,Wagner_WWV086B_210.png
25,14,9,408,562,21,155,Wagner_WWV086B_210.png
26,12,10,49,611,20,201,Wagner_WWV086B_210.png
27,13,10,252,611,20,155,Wagner_WWV086B_210.png
28,14,10,408,611,20,155,Wagner_WWV086B_210.png
29,15,11,49,676,21,188,Wagner_WWV086B_210.png
30,16,11,238,676,21,140,Wagner_WWV086B_210.png
31,17,11,379,676,21,145,Wagner_WWV086B_210.png
32,18,11,525,676,21,35,Wagner_WWV086B_210.png
33,15,12,49,722,22,188,Wagner_WWV086B_210.png
34,16,12,238,722,22,140,Wagner_WWV086B_210.png
35,17,12,379,722,22,145,Wagner_WWV086B_210.png
36,18,12,525,722,22,35,Wagner_WWV086B_210.png
